"",BBK01.OU0115,BBK01.OU0115_FLAGS,BBK01.OU0116,BBK01.OU0116_FLAGS,BBK01.OU0123,BBK01.OU0123_FLAGS,BBK01.OU0175,BBK01.OU0175_FLAGS,BBK01.OU0176,BBK01.OU0176_FLAGS,BBK01.OU0355,BBK01.OU0355_FLAGS,BBK01.OU0138,BBK01.OU0138_FLAGS,BBK01.OU0139,BBK01.OU0139_FLAGS,BBK01.OU0142,BBK01.OU0142_FLAGS,BBK01.OUA185,BBK01.OUA185_FLAGS,BBK01.OUA186,BBK01.OUA186_FLAGS,BBK01.OV0115,BBK01.OV0115_FLAGS,BBK01.OV0116,BBK01.OV0116_FLAGS,BBK01.OV0123,BBK01.OV0123_FLAGS,BBK01.OV0175,BBK01.OV0175_FLAGS,BBK01.OV0176,BBK01.OV0176_FLAGS,BBK01.OV0355,BBK01.OV0355_FLAGS,BBK01.OV0138,BBK01.OV0138_FLAGS,BBK01.OV0139,BBK01.OV0139_FLAGS,BBK01.OV0142,BBK01.OV0142_FLAGS,BBK01.OVA185,BBK01.OVA185_FLAGS,BBK01.OVA186,BBK01.OVA186_FLAGS,BBK01.OUA187,BBK01.OUA187_FLAGS,BBK01.OU0184,BBK01.OU0184_FLAGS,BBK01.OU0178,BBK01.OU0178_FLAGS,BBK01.OUA188,BBK01.OUA188_FLAGS,BBK01.OU0179,BBK01.OU0179_FLAGS,BBK01.OUA189,BBK01.OUA189_FLAGS,BBK01.OUA190,BBK01.OUA190_FLAGS,BBK01.OU0144,BBK01.OU0144_FLAGS,BBK01.OU0149,BBK01.OU0149_FLAGS,BBK01.OU0337,BBK01.OU0337_FLAGS,BBK01.OU0307,BBK01.OU0307_FLAGS,BBK01.OU0150,BBK01.OU0150_FLAGS,BBK01.OVA187,BBK01.OVA187_FLAGS,BBK01.OV0184,BBK01.OV0184_FLAGS,BBK01.OV0178,BBK01.OV0178_FLAGS,BBK01.OVA188,BBK01.OVA188_FLAGS,BBK01.OV0179,BBK01.OV0179_FLAGS,BBK01.OVA189,BBK01.OVA189_FLAGS,BBK01.OVA190,BBK01.OVA190_FLAGS,BBK01.OV0144,BBK01.OV0144_FLAGS,BBK01.OV0149,BBK01.OV0149_FLAGS,BBK01.OV0337,BBK01.OV0337_FLAGS,BBK01.OV0307,BBK01.OV0307_FLAGS,BBK01.OV0150,BBK01.OV0150_FLAGS
1975-11,867.768,,826.985,,183.296,,169.391,,168.379,,1.012,,13.905,,4.286,,9.619,,684.472,,525.090,,13.994,,13.020,,3.225,,3.014,,2.966,,0.048,,0.211,,-0.320,,0.531,,10.769,,5.197,,478.344,,76.025,,403.012,,13.287,,32.073,,160.075,,139.936,,19.898,,120.094,,10.954,,5.911,,3.218,,4.823,,-0.035,,4.844,,0.221,,0.181,,5.558,,5.390,,2.344,,3.054,,0.185,,-0.011,,-0.014,
1975-12,883.599,,841.827,,185.161,,171.204,,170.191,,1.013,,13.957,,4.705,,9.252,,698.438,,532.670,,15.811,,14.822,,1.855,,1.803,,1.802,,0.001,,0.052,,0.419,,-0.367,,13.956,,7.570,,485.990,,77.592,,409.082,,13.004,,32.308,,166.452,,144.709,,21.481,,123.262,,12.776,,5.727,,3.206,,7.636,,1.557,,6.070,,-0.283,,0.235,,6.377,,4.773,,1.583,,3.168,,1.822,,-0.184,,-0.012,
1976-01,882.999,,841.057,,181.019,,167.229,,166.414,,0.815,,13.790,,4.533,,9.257,,701.980,,534.239,,-0.620,,-0.790,,-4.032,,-3.925,,-3.727,,-0.198,,-0.107,,-0.172,,0.065,,3.412,,1.499,,486.724,,76.319,,411.074,,13.801,,32.376,,168.410,,147.036,,20.993,,126.072,,12.345,,5.724,,3.276,,0.664,,-1.343,,1.992,,0.797,,0.068,,1.898,,2.327,,-0.488,,2.810,,-0.491,,-0.003,,0.070,
1976-02,888.203,,846.659,,179.765,,166.649,,165.834,,0.815,,13.116,,4.265,,8.851,,708.438,,537.651,,5.204,,5.602,,-1.254,,-0.580,,-0.580,,-,Nothing exists,-0.674,,-0.268,,-0.406,,6.458,,3.412,,490.104,,76.468,,414.280,,13.813,,32.446,,171.431,,150.021,,20.794,,129.261,,12.342,,5.723,,3.311,,3.380,,0.149,,3.206,,0.012,,0.070,,3.021,,2.985,,-0.199,,3.189,,-0.003,,-0.001,,0.035,
1976-03,894.881,,852.098,,178.331,,165.640,,164.835,,0.805,,12.691,,3.937,,8.754,,716.550,,541.909,,6.678,,5.439,,-1.434,,-1.009,,-0.999,,-0.010,,-0.425,,-0.328,,-0.097,,8.112,,4.258,,493.294,,77.123,,416.806,,14.687,,32.658,,175.276,,153.361,,20.944,,132.451,,12.817,,5.720,,3.344,,3.190,,0.655,,2.526,,0.874,,0.212,,3.845,,3.340,,0.150,,3.190,,0.475,,-0.003,,0.033,
1976-04,900.673,,858.392,,178.713,,166.356,,165.602,,0.754,,12.357,,3.723,,8.634,,721.960,,546.094,,5.792,,6.294,,0.382,,0.716,,0.767,,-0.051,,-0.334,,-0.214,,-0.120,,5.410,,4.185,,497.404,,77.961,,420.040,,14.429,,33.067,,176.463,,154.603,,20.958,,133.674,,12.747,,5.717,,3.367,,4.110,,0.838,,3.234,,-0.258,,0.409,,1.187,,1.242,,0.014,,1.223,,-0.070,,-0.003,,0.023,
1976-05,907.488,,863.326,,177.829,,165.626,,164.872,,0.754,,12.203,,3.711,,8.492,,729.659,,550.844,,6.865,,4.914,,-0.904,,-0.750,,-0.750,,-,Nothing exists,-0.154,,-0.012,,-0.142,,7.769,,4.770,,501.730,,78.782,,423.542,,14.763,,33.163,,179.409,,155.875,,21.098,,134.802,,14.437,,5.716,,3.356,,4.326,,0.821,,3.502,,0.354,,0.096,,2.996,,1.272,,0.140,,1.128,,1.740,,-0.001,,-0.011,
1976-06,920.384,,876.805,,186.274,,174.215,,173.461,,0.754,,12.059,,3.886,,8.173,,734.110,,553.663,,12.846,,13.429,,8.415,,8.559,,8.559,,-,Nothing exists,-0.144,,0.175,,-0.319,,4.431,,2.799,,504.594,,79.639,,425.539,,14.650,,33.251,,181.031,,157.617,,21.446,,136.195,,14.426,,5.576,,3.388,,2.844,,0.857,,1.977,,-0.113,,0.088,,1.622,,1.742,,0.348,,1.393,,-0.011,,-0.140,,0.032,
1976-07,927.746,,883.110,,183.872,,172.433,,171.669,,0.764,,11.439,,3.795,,7.644,,743.874,,557.870,,7.322,,6.265,,-2.432,,-1.812,,-1.822,,0.010,,-0.620,,-0.091,,-0.529,,9.754,,4.197,,508.493,,79.834,,429.249,,14.726,,33.471,,186.594,,161.663,,23.089,,138.605,,16.121,,5.381,,3.398,,3.889,,0.195,,3.700,,0.076,,0.220,,5.563,,4.046,,1.643,,2.410,,1.695,,-0.195,,0.010,
1976-08,937.196,,892.331,,184.099,,173.064,,172.300,,0.764,,11.035,,3.777,,7.258,,753.097,,562.294,,9.450,,9.221,,0.227,,0.631,,0.631,,-,Nothing exists,-0.404,,-0.018,,-0.386,,9.223,,4.424,,512.677,,80.244,,432.990,,15.027,,33.476,,191.360,,166.058,,24.992,,141.098,,16.435,,5.381,,3.454,,4.184,,0.410,,3.741,,0.301,,0.005,,4.766,,4.395,,1.903,,2.493,,0.314,,-,Nothing exists,0.056,
1976-09,945.733,,901.502,,186.086,,176.589,,175.815,,0.774,,9.497,,3.458,,6.039,,759.647,,566.656,,8.537,,9.171,,1.987,,3.525,,3.515,,0.010,,-1.538,,-0.319,,-1.219,,6.550,,4.362,,516.831,,81.364,,436.024,,15.105,,33.606,,193.548,,167.720,,25.819,,141.933,,16.940,,5.373,,3.483,,4.154,,1.120,,3.034,,0.078,,0.130,,2.188,,1.662,,0.827,,0.835,,0.505,,-0.008,,0.029,
1976-10,952.794,,908.596,,186.674,,177.901,,177.147,,0.754,,8.773,,3.172,,5.601,,766.120,,572.861,,7.041,,7.074,,0.578,,1.302,,1.322,,-0.020,,-0.724,,-0.286,,-0.438,,6.463,,6.195,,522.043,,82.289,,440.322,,15.717,,33.965,,193.827,,168.157,,25.388,,142.805,,16.758,,5.368,,3.508,,5.202,,0.925,,4.288,,0.612,,0.359,,0.279,,0.437,,-0.431,,0.872,,-0.182,,-0.005,,0.025,
1976-11,966.396,,918.871,,188.953,,178.432,,177.688,,0.744,,10.521,,3.595,,6.926,,777.443,,579.223,,13.572,,10.245,,2.259,,0.511,,0.521,,-0.010,,1.748,,0.423,,1.325,,11.313,,6.352,,527.636,,82.985,,445.242,,16.379,,34.026,,198.811,,171.750,,25.089,,146.705,,18.112,,5.364,,3.541,,5.583,,0.696,,4.910,,0.662,,0.061,,4.984,,3.593,,-0.299,,3.900,,1.354,,-0.004,,0.033,
1976-12,980.076,,933.658,,192.508,,182.830,,182.232,,0.598,,9.678,,4.036,,5.642,,787.568,,586.916,,13.620,,14.727,,3.555,,4.398,,4.544,,-0.146,,-0.843,,0.441,,-1.284,,10.065,,7.603,,535.354,,85.132,,450.800,,16.325,,34.081,,201.230,,173.744,,25.031,,148.751,,18.657,,5.196,,3.595,,7.688,,2.107,,5.538,,-0.054,,0.055,,2.419,,1.994,,-0.058,,2.046,,0.545,,-0.168,,0.054,
1977-01,976.069,,929.718,,187.073,,177.642,,177.122,,0.520,,9.431,,3.569,,5.862,,788.996,,587.134,,-4.037,,-3.970,,-5.455,,-5.208,,-5.130,,-0.078,,-0.247,,-0.467,,0.220,,1.418,,0.208,,534.956,,83.718,,451.796,,16.860,,34.202,,202.420,,175.617,,24.501,,151.154,,17.936,,5.173,,3.656,,-0.408,,-1.414,,0.986,,0.535,,0.121,,1.190,,1.873,,-0.530,,2.403,,-0.721,,-0.023,,0.061,
1977-02,981.003,,933.241,,187.867,,178.462,,178.052,,0.410,,9.405,,3.193,,6.212,,793.136,,589.507,,4.934,,3.523,,0.794,,0.820,,0.930,,-0.110,,-0.026,,-0.376,,0.350,,4.140,,2.373,,537.592,,83.655,,454.550,,16.346,,34.343,,204.242,,175.730,,23.904,,151.863,,19.625,,5.169,,3.681,,2.636,,-0.063,,2.754,,-0.514,,0.141,,1.822,,0.113,,-0.597,,0.709,,1.689,,-0.004,,0.025,
1977-03,989.610,,941.146,,190.398,,180.383,,179.973,,0.410,,10.015,,3.465,,6.550,,799.212,,593.580,,8.577,,7.875,,2.511,,1.901,,1.901,,-,Nothing exists,0.610,,0.272,,0.338,,6.066,,4.063,,541.998,,84.129,,458.326,,16.310,,34.358,,206.089,,177.147,,23.640,,153.540,,20.032,,5.162,,3.715,,4.396,,0.474,,3.766,,-0.036,,0.015,,1.847,,1.417,,-0.264,,1.677,,0.407,,-0.007,,0.034,
1977-04,997.195,,947.851,,192.140,,181.812,,181.402,,0.410,,10.328,,3.785,,6.543,,805.055,,598.283,,7.545,,6.665,,1.732,,1.419,,1.419,,-,Nothing exists,0.313,,0.320,,-0.007,,5.813,,4.673,,545.685,,84.724,,461.412,,16.980,,34.716,,207.223,,178.039,,23.206,,154.865,,20.254,,5.157,,3.741,,3.657,,0.595,,3.056,,0.670,,0.358,,1.134,,0.892,,-0.434,,1.325,,0.222,,-0.005,,0.026,
1977-05,999.478,,950.630,,189.788,,180.463,,180.053,,0.410,,9.325,,3.345,,5.980,,809.690,,603.464,,2.503,,2.999,,-2.112,,-1.109,,-1.109,,-,Nothing exists,-1.003,,-0.440,,-0.563,,4.615,,5.161,,550.732,,85.642,,465.525,,17.060,,34.802,,206.661,,177.491,,22.077,,155.442,,20.241,,5.157,,3.744,,5.027,,0.918,,4.093,,0.080,,0.086,,-0.562,,-0.548,,-1.129,,0.577,,-0.013,,-,Nothing exists,0.003,
1977-06,1012.840,,962.228,,195.873,,187.074,,186.664,,0.410,,8.799,,3.302,,5.497,,816.967,,608.342,,13.082,,11.318,,5.885,,6.411,,6.411,,-,Nothing exists,-0.526,,-0.043,,-0.483,,7.197,,4.798,,555.434,,86.848,,469.019,,17.235,,34.807,,209.058,,177.752,,21.816,,155.966,,22.433,,5.037,,3.806,,4.622,,1.196,,3.424,,0.175,,0.005,,2.397,,0.261,,-0.261,,0.524,,2.192,,-0.120,,0.062,
1977-07,1018.349,,967.894,,191.237,,182.765,,182.355,,0.410,,8.472,,3.458,,5.014,,827.112,,614.512,,5.409,,5.566,,-4.666,,-4.339,,-4.339,,-,Nothing exists,-0.327,,0.156,,-0.483,,10.075,,6.100,,561.394,,87.056,,474.738,,17.416,,34.902,,213.000,,181.509,,21.665,,159.886,,22.724,,4.891,,3.834,,5.890,,0.198,,5.659,,0.181,,0.095,,3.942,,3.757,,-0.151,,3.920,,0.291,,-0.146,,0.028,
1977-08,1023.951,,971.438,,188.292,,180.260,,179.850,,0.410,,8.032,,3.097,,4.935,,835.659,,620.717,,5.602,,3.544,,-2.945,,-2.505,,-2.505,,-,Nothing exists,-0.440,,-0.361,,-0.079,,8.547,,6.205,,566.769,,87.605,,479.654,,17.963,,35.005,,215.432,,182.344,,20.986,,161.399,,24.316,,4.889,,3.842,,5.375,,0.549,,4.916,,0.547,,0.103,,2.432,,0.835,,-0.679,,1.513,,1.592,,-0.002,,0.008,
1977-09,1033.402,,980.597,,192.736,,185.341,,184.931,,0.410,,7.395,,2.634,,4.761,,840.666,,624.684,,9.451,,9.159,,4.444,,5.081,,5.081,,-,Nothing exists,-0.637,,-0.463,,-0.174,,5.007,,3.967,,570.812,,87.894,,483.388,,17.892,,35.040,,216.452,,182.749,,20.788,,162.000,,24.853,,4.889,,3.922,,4.043,,0.289,,3.734,,-0.071,,0.035,,1.020,,0.405,,-0.198,,0.601,,0.537,,-,Nothing exists,0.080,
1977-10,1044.276,,989.744,,193.202,,185.499,,185.089,,0.410,,7.703,,3.037,,4.666,,851.074,,631.485,,10.844,,9.117,,0.506,,0.198,,0.198,,-,Nothing exists,0.308,,0.403,,-0.095,,10.338,,6.731,,577.171,,88.864,,488.774,,17.917,,35.463,,220.056,,184.578,,20.688,,163.929,,26.651,,4.888,,3.900,,6.289,,0.920,,5.366,,0.025,,0.423,,3.604,,1.829,,-0.100,,1.929,,1.798,,-0.001,,-0.022,
1977-11,1058.503,,1001.320,,197.374,,187.238,,186.828,,0.410,,10.136,,3.760,,6.376,,861.129,,638.014,,14.197,,11.546,,4.422,,1.989,,1.989,,-,Nothing exists,2.433,,0.723,,1.710,,9.775,,6.249,,583.188,,89.550,,494.124,,18.283,,35.571,,223.601,,187.538,,21.781,,165.806,,27.226,,4.888,,3.900,,5.737,,0.426,,5.330,,0.366,,0.108,,3.545,,2.960,,1.093,,1.877,,0.575,,-,Nothing exists,-,Nothing exists
1977-12,1076.296,,1017.767,,204.174,,192.979,,192.569,,0.410,,11.195,,4.621,,6.574,,872.122,,646.280,,17.693,,16.347,,6.770,,5.711,,5.711,,-,Nothing exists,1.059,,0.861,,0.198,,10.923,,8.196,,591.099,,91.483,,500.179,,18.295,,35.760,,226.405,,189.155,,21.850,,167.338,,28.458,,4.792,,3.967,,7.841,,1.923,,5.995,,0.012,,0.189,,2.804,,1.617,,0.069,,1.532,,1.232,,-0.096,,0.067,
1978-01,1070.402,,1013.161,,194.397,,182.709,,182.299,,0.410,,11.688,,4.589,,7.099,,876.005,,647.044,,-5.924,,-4.636,,-9.787,,-10.280,,-10.280,,-,Nothing exists,0.493,,-0.032,,0.525,,3.863,,0.744,,591.943,,90.089,,502.439,,18.124,,35.807,,229.546,,193.889,,21.264,,172.657,,26.833,,4.775,,4.017,,0.824,,-1.394,,2.240,,-0.171,,0.047,,3.141,,4.734,,-0.586,,5.319,,-1.625,,-0.017,,0.050,
1978-02,1075.883,,1019.244,,195.476,,184.771,,184.361,,0.410,,10.705,,3.998,,6.707,,880.407,,649.699,,5.491,,6.093,,1.079,,2.062,,2.062,,-,Nothing exists,-0.983,,-0.591,,-0.392,,4.412,,2.665,,594.733,,89.716,,505.624,,17.833,,35.919,,231.315,,195.553,,19.577,,176.018,,26.915,,4.774,,4.031,,2.800,,-0.373,,3.195,,-0.291,,0.112,,1.769,,1.664,,-1.687,,3.361,,0.082,,-0.001,,0.014,
1978-03,1083.994,,1027.294,,197.615,,187.374,,186.964,,0.410,,10.241,,3.554,,6.687,,886.379,,654.517,,8.091,,8.030,,2.139,,2.603,,2.603,,-,Nothing exists,-0.464,,-0.444,,-0.020,,5.952,,4.798,,599.571,,90.782,,509.449,,17.688,,35.938,,232.522,,196.485,,19.456,,177.063,,27.141,,4.774,,4.088,,4.818,,1.066,,3.805,,-0.145,,0.019,,1.207,,0.932,,-0.121,,1.045,,0.226,,-,Nothing exists,0.057,
1978-04,1091.053,,1033.894,,198.770,,187.565,,187.155,,0.410,,11.205,,4.411,,6.794,,892.283,,659.917,,7.059,,6.600,,1.155,,0.191,,0.191,,-,Nothing exists,0.964,,0.857,,0.107,,5.904,,5.400,,604.357,,91.408,,513.643,,17.766,,36.406,,233.060,,196.727,,18.996,,177.765,,27.412,,4.777,,4.110,,4.786,,0.626,,4.194,,0.078,,0.468,,0.538,,0.242,,-0.460,,0.702,,0.271,,0.003,,0.022,
1978-05,1099.629,,1041.416,,201.755,,189.693,,189.283,,0.410,,12.062,,3.810,,8.252,,897.874,,665.596,,8.546,,7.492,,2.975,,2.118,,2.118,,-,Nothing exists,0.857,,-0.601,,1.458,,5.571,,5.659,,609.804,,91.803,,518.734,,17.828,,36.498,,233.011,,197.167,,19.107,,178.091,,26.922,,4.801,,4.090,,5.427,,0.395,,5.071,,0.062,,0.092,,-0.049,,0.440,,0.111,,0.326,,-0.490,,0.024,,-0.020,
1978-06,1115.373,,1055.939,,208.259,,196.174,,195.764,,0.410,,12.085,,3.873,,8.212,,907.114,,671.407,,15.664,,14.373,,6.464,,6.441,,6.441,,-,Nothing exists,0.023,,0.063,,-0.040,,9.200,,5.771,,615.889,,92.656,,523.855,,17.752,,36.522,,236.329,,199.111,,19.869,,179.272,,28.385,,4.675,,4.128,,5.975,,0.833,,5.031,,-0.006,,0.024,,3.318,,1.944,,0.762,,1.181,,1.463,,-0.126,,0.038,
1978-07,1122.101,,1064.000,,206.563,,193.520,,193.120,,0.400,,13.043,,4.271,,8.772,,915.538,,678.780,,6.658,,7.991,,-1.716,,-2.674,,-2.664,,-0.010,,0.958,,0.398,,0.560,,8.374,,7.323,,623.138,,93.828,,529.959,,17.570,,36.774,,237.407,,201.840,,20.730,,181.140,,26.837,,4.522,,4.178,,7.199,,1.162,,6.064,,-0.182,,0.252,,1.078,,2.729,,0.861,,1.868,,-1.548,,-0.153,,0.050,
1978-08,1134.427,,1075.720,,202.694,,190.233,,189.833,,0.400,,12.461,,3.666,,8.795,,931.733,,685.897,,12.296,,11.690,,-3.249,,-3.087,,-3.087,,-,Nothing exists,-0.162,,-0.185,,0.023,,15.545,,6.887,,630.086,,94.319,,536.439,,17.380,,37.087,,246.508,,210.120,,23.818,,186.341,,27.611,,4.521,,4.217,,6.718,,0.491,,6.250,,-0.190,,0.313,,8.681,,7.860,,3.088,,4.781,,0.774,,-0.001,,0.039,
1978-09,1151.921,,1090.475,,209.126,,197.049,,196.649,,0.400,,12.077,,3.254,,8.823,,942.795,,693.330,,17.494,,14.755,,6.432,,6.816,,6.816,,-,Nothing exists,-0.384,,-0.412,,0.028,,11.062,,7.433,,637.208,,95.309,,542.628,,17.553,,37.111,,250.194,,211.229,,23.608,,187.660,,30.146,,4.524,,4.256,,7.122,,0.990,,6.189,,0.173,,0.024,,3.686,,1.109,,-0.210,,1.319,,2.535,,0.003,,0.039,
1978-10,1159.821,,1097.767,,208.560,,194.997,,194.597,,0.400,,13.563,,4.187,,9.376,,951.261,,701.125,,7.990,,7.382,,-0.476,,-1.962,,-1.962,,-,Nothing exists,1.486,,0.933,,0.553,,8.466,,7.795,,644.217,,96.266,,548.743,,17.868,,37.456,,250.928,,212.193,,23.802,,188.439,,29.886,,4.524,,4.277,,7.009,,0.957,,6.115,,0.315,,0.345,,0.734,,0.964,,0.194,,0.779,,-0.260,,-,Nothing exists,0.021,
1978-11,1177.329,,1115.649,,210.069,,198.953,,198.553,,0.400,,11.116,,3.684,,7.432,,967.260,,709.069,,17.508,,17.882,,1.509,,3.956,,3.956,,-,Nothing exists,-2.447,,-0.503,,-1.944,,15.999,,7.944,,652.073,,96.952,,555.986,,17.705,,37.561,,259.056,,218.599,,26.807,,191.838,,31.618,,4.525,,4.268,,7.856,,0.686,,7.243,,-0.163,,0.105,,8.128,,6.406,,3.005,,3.399,,1.732,,0.001,,-0.009,
1978-12,1198.975,,1137.365,,215.625,,205.603,,205.203,,0.400,,10.022,,3.377,,6.645,,983.350,,721.951,,21.716,,21.716,,5.556,,6.650,,6.650,,-,Nothing exists,-1.094,,-0.307,,-0.787,,16.160,,12.912,,664.394,,99.727,,565.535,,17.958,,37.863,,262.267,,221.274,,27.228,,194.088,,32.127,,4.480,,4.344,,12.321,,2.775,,9.549,,0.283,,0.302,,3.251,,2.675,,0.421,,2.250,,0.549,,-0.045,,0.076,
1979-01,1190.645,,1131.261,,206.044,,196.060,,195.660,,0.400,,9.984,,3.606,,6.378,,984.601,,724.323,,-8.230,,-6.164,,-9.591,,-9.553,,-9.553,,-,Nothing exists,-0.038,,0.229,,-0.267,,1.361,,2.352,,666.595,,98.312,,569.142,,18.068,,37.942,,261.137,,222.153,,28.698,,193.494,,30.069,,4.469,,4.407,,2.151,,-1.425,,3.567,,0.140,,0.079,,-1.000,,0.879,,1.530,,-0.654,,-1.928,,-0.011,,0.063,
1979-02,1203.137,,1143.573,,209.663,,200.908,,200.508,,0.400,,8.755,,2.562,,6.193,,993.474,,729.940,,12.322,,12.102,,3.619,,4.848,,4.848,,-,Nothing exists,-1.229,,-1.044,,-0.185,,8.703,,5.407,,672.019,,98.687,,574.252,,18.125,,37.956,,264.454,,225.080,,29.261,,195.864,,30.377,,4.469,,4.483,,5.214,,0.285,,4.990,,0.057,,0.014,,3.357,,2.927,,0.563,,2.370,,0.348,,-,Nothing exists,0.076,
1979-03,1217.195,,1158.521,,213.521,,205.449,,205.049,,0.400,,8.072,,2.380,,5.692,,1003.674,,736.613,,14.058,,14.948,,3.858,,4.541,,4.541,,-,Nothing exists,-0.683,,-0.182,,-0.501,,10.200,,6.673,,678.654,,100.145,,579.475,,18.011,,38.016,,268.027,,228.904,,29.410,,199.533,,30.100,,4.471,,4.513,,6.635,,1.458,,5.223,,-0.114,,0.060,,3.573,,3.824,,0.259,,3.559,,-0.277,,0.002,,0.030,
1979-04,1226.212,,1168.286,,214.364,,206.238,,205.838,,0.400,,8.126,,2.453,,5.673,,1011.848,,743.709,,9.017,,9.765,,0.843,,0.789,,0.789,,-,Nothing exists,0.054,,0.073,,-0.019,,8.174,,7.096,,685.349,,101.347,,584.985,,17.844,,38.550,,269.122,,230.517,,29.554,,201.003,,29.543,,4.466,,4.556,,6.695,,1.202,,5.510,,-0.167,,0.534,,1.095,,1.613,,0.144,,1.470,,-0.557,,-0.005,,0.043,
1979-05,1239.915,,1182.193,,217.143,,208.010,,207.610,,0.400,,9.133,,3.373,,5.760,,1022.772,,752.345,,13.723,,13.867,,2.769,,1.762,,1.762,,-,Nothing exists,1.007,,0.920,,0.087,,10.954,,8.636,,693.934,,102.860,,592.068,,17.772,,38.651,,271.421,,233.055,,30.525,,202.565,,29.315,,4.475,,4.541,,8.555,,1.513,,7.053,,-0.042,,0.101,,2.329,,2.538,,0.971,,1.562,,-0.198,,0.009,,-0.015,
1979-06,1259.817,,1201.945,,228.121,,219.537,,219.137,,0.400,,8.584,,2.858,,5.726,,1031.696,,758.738,,19.832,,19.682,,10.958,,11.507,,11.507,,-,Nothing exists,-0.549,,-0.515,,-0.034,,8.874,,6.343,,699.899,,104.116,,596.811,,18.074,,38.709,,273.986,,235.710,,30.107,,205.637,,29.284,,4.388,,4.570,,5.915,,1.246,,4.703,,0.302,,0.058,,2.565,,2.655,,-0.418,,3.072,,-0.031,,-0.087,,0.029,
1979-07,1266.197,,1209.186,,223.417,,214.429,,214.029,,0.400,,8.988,,3.263,,5.725,,1042.780,,766.299,,6.300,,7.161,,-4.724,,-5.128,,-5.128,,-,Nothing exists,0.404,,0.405,,-0.001,,11.024,,7.501,,708.015,,105.717,,603.336,,17.275,,38.933,,277.519,,239.255,,29.841,,209.451,,29.353,,4.258,,4.616,,8.056,,1.591,,6.475,,-0.799,,0.224,,3.533,,3.545,,-0.266,,3.814,,0.069,,-0.130,,0.046,
1979-08,1274.086,,1217.483,,223.752,,214.244,,213.844,,0.400,,9.508,,3.783,,5.725,,1050.334,,772.902,,7.859,,8.267,,0.325,,-0.195,,-0.195,,-,Nothing exists,0.520,,0.520,,-,Nothing exists,7.534,,6.583,,714.417,,106.506,,608.969,,16.898,,39.471,,278.490,,240.242,,29.476,,210.801,,29.321,,4.259,,4.633,,6.382,,0.789,,5.613,,-0.377,,0.538,,0.971,,0.987,,-0.365,,1.350,,-0.032,,0.001,,0.017,
1979-09,1287.297,,1230.509,,231.073,,222.924,,222.524,,0.400,,8.149,,2.422,,5.727,,1056.224,,778.239,,13.211,,13.026,,7.321,,8.680,,8.680,,-,Nothing exists,-1.359,,-1.361,,0.002,,5.890,,5.337,,719.645,,107.081,,613.589,,16.923,,39.621,,279.010,,240.556,,29.362,,211.240,,29.479,,4.259,,4.670,,5.228,,0.575,,4.620,,0.025,,0.150,,0.520,,0.314,,-0.114,,0.439,,0.158,,-,Nothing exists,0.037,
1979-10,1295.470,,1238.159,,228.683,,220.272,,219.872,,0.400,,8.411,,2.691,,5.720,,1066.787,,786.995,,8.173,,7.650,,-2.390,,-2.652,,-2.652,,-,Nothing exists,0.262,,0.269,,-0.007,,10.563,,8.756,,727.277,,108.722,,619.650,,17.316,,40.212,,280.887,,242.279,,28.612,,213.714,,29.617,,4.258,,4.686,,7.632,,1.641,,6.061,,0.393,,0.591,,1.877,,1.723,,-0.750,,2.474,,0.138,,-0.001,,0.016,
1979-11,1314.099,,1256.821,,234.125,,225.798,,225.487,,0.311,,8.327,,2.530,,5.797,,1079.974,,793.122,,18.629,,18.662,,5.442,,5.526,,5.615,,-0.089,,-0.084,,-0.161,,0.077,,13.187,,6.127,,733.555,,108.343,,626.221,,17.155,,40.394,,287.861,,249.113,,30.763,,218.391,,29.757,,4.258,,4.692,,6.278,,-0.379,,6.571,,-0.161,,0.182,,6.974,,6.834,,2.151,,4.677,,0.140,,-,Nothing exists,0.006,
1979-12,1340.050,,1282.501,,245.219,,236.503,,236.272,,0.231,,8.716,,3.297,,5.419,,1094.831,,803.974,,26.011,,25.650,,11.084,,10.695,,10.775,,-0.080,,0.389,,0.767,,-0.378,,14.927,,10.842,,744.198,,110.650,,634.514,,17.263,,40.581,,291.823,,252.356,,31.689,,220.707,,30.433,,4.203,,4.791,,10.623,,2.307,,8.273,,0.118,,0.187,,4.042,,3.243,,0.926,,2.316,,0.756,,-0.055,,0.099,
1980-01,1329.986,,1272.738,,235.053,,225.770,,225.539,,0.231,,9.283,,4.048,,5.235,,1094.933,,804.147,,-9.674,,-9.793,,-10.176,,-10.743,,-10.743,,-,Nothing exists,0.567,,0.751,,-0.184,,0.502,,0.223,,744.091,,107.743,,637.223,,17.539,,40.767,,291.661,,252.480,,31.952,,220.568,,30.043,,4.200,,4.898,,-0.127,,-2.907,,2.689,,0.346,,0.186,,0.188,,0.124,,0.263,,-0.139,,-0.040,,-0.003,,0.107,
1980-02,1339.886,,1283.197,,237.087,,228.707,,228.476,,0.231,,8.380,,3.241,,5.139,,1102.799,,809.807,,10.070,,10.459,,2.034,,2.937,,2.937,,-,Nothing exists,-0.903,,-0.807,,-0.096,,8.036,,5.680,,749.543,,107.891,,642.476,,17.669,,40.947,,293.816,,255.102,,32.353,,222.786,,29.451,,4.199,,5.027,,5.452,,0.148,,5.253,,0.150,,0.180,,2.305,,2.622,,0.401,,2.218,,-0.442,,-0.001,,0.129,
